author_name,email,affiliation,coauthors_names,is_artificial_intelligence
Detmar Straub,gsu.edu,nan,David Gefen##Elena Karahanna##Marie-Claude Boudreau##Karen D Loch##Soon Ang##Arun Rai##Christian M. Ringle##Marko Sarstedt##Adamantios Diamantopoulos##Rose Gregory M##Roberto Evaristo##Richard Baskerville##Stacie Petter##Jörg Henseler##Joseph F. Hair Jr.##Anthony Vance##Edward Rigdon##Andrew Burton-Jones##Izak Benbasat##Richard Watson,no
Diletta Romana Cacciagrano,unicam.it,University of Camerino,nan,no
Laura Sheble,duke.edu,nan,Brian Southwell##Emily A. Thorson##Songphan Choemprayong##John N. Parker Ph.D.##Stephanie Hampton##James Moody##Stuart Borrett##Jean P. Ometto##Thomas R Meagher##Marten Winter##Pamela Bishop##Benjamin S. Halpern##Casey H. Rawson##Andrew Campbell##Frank W Davis##Allen Rodrigo##Bruno Fady##Jill Baron##Peter R. Leavitt##Siddeswara Mayura Guru,no
Vanessa Kitzie,mailbox.sc.edu,University of South Carolina,Chirag Shah##Lynn Silipigni Connaway##Patricia J Moore##Keith N Hampton##Rannie Teodoro##Punit (PT) Dadlani##Ziad Matni##Debanjan Ghosh##Marie L. Radford,no
B. Joon Kim,kookmin.ac.kr,Kookmin University,nan,no
Magdalena Ortiz,kr.tuwien.ac.at,Vienna University of Technology,Mantas Šimkus##Diego Calvanese##Thomas Eiter##Meghyn Bienvenu##Shqiponja Ahmetaj##Guohui Xiao##Osorio Mauricio##Carsten Lutz##Sebastian Rudolph##Trung-Kien Tran##Filip Murlak##Georg Gottlob##Nhung Ngo##Giorgio Stefanoni,yes
Nirmalya Roy,umbc.edu,University of Maryland Baltimore County,Sajal K. Das##Md Abdullah Al Hafiz Khan##Dr Archan MISRA _##Aryya Gangopadhyay##Christine Julien##H M Sajjad Hossain##Nilavra Pathak##Mohammad Arif Ul Alam##Preetam Ghosh##Sreenivasan Ramasamy Ramamurthy##Abhishek Roy##Diane J Cook##Gautham Pallapa##Abu Zaher Faridee##Ryan Robucci##Neda Edalat##Mehul Motani##Tao Gu##M. Kumar##Sekar Kulandaivel,no
Ellen Voorhees,nist.gov,NIST,Donna Harman##William Hersh MD FACP FACMI FA...##Ian Soboroff##Nick Craswell##Vincent Stanford##Jaap Kamps##Charles L. A. Clarke##Gerard Salton (1927-1995)##David Hawking,no
Gaurav Bansal,uwgb.edu,University of Wisconsin - Green Bay,Fatemeh “Mariam” Zahedi##David Gefen##Atish P. Sinha##Huimin Zhao##Lijun Chen##SOO IL SHIN##Lionel P. Robert Jr.##Christoph Lütge##Li-Chiou Chen##Meir Russ##Fiona Fui-Hoon Nah##Nigel Melville##Amit V. Deokar##Dinesh Yadav##Aaron Weinschenk##Wenkai Zhou,no
Fillipe Dias Moreira de Souza,mail.usf.edu,nan,Sudeep Sarkar##Arnaldo de Albuquerque Araujo##Anuj Srivastava##Jingyong Su##Eduardo Valle##Guillermo Camara Chavez##Sathyanarayanan N. Aakur##Tiago Cunha##Sandra Avila##Antonio da Luz Junior##Júlia Epischina Engrácia de Oliveira##Fabian Boemer,no
Jane Cleland-Huang,nd.edu,University of Notre Dame,Mehdi Mirakhorli##Jane Huffman Hayes##Patrick Mäder##Michael Vierhauser##Bamshad Mobasher##Jin L.C. Guo##Carlos Castro-Herrera##Carl K. Chang##Mona Rahimi##Giuliano (Giulio) Antoniol##Alex Dekhtyar##Paul Grünbacher##Alexander Egyed##Nikki Hariri##Jonathan I. Maletic##Denys Poshyvanyk##Jinghui Cheng##Robyn Lutz##Alexander Rasin##Ankit Agrawal,no
Christian Wagner,nottingham.ac.uk,University of Nottingham,Jonathan M. Garibaldi##Hani Hagras##Derek T. Anderson##Timothy C. Havens##Uwe Aickelin##Josie McCulloch##Amir Pourabdollah##Simon Miller##Daniele Soria##Robert John##Michael Smith##Direnc Pekaslan##James M Keller##Tajul Rosli Razak##Utkarsh Agrawal##Peer-Olaf Siebers##Mohammad OR Mohammed Ghanbari...##Martin Fleury##Erdal Kayacan##Andriy Sarabakha,yes
Michael D. Slater,osu.edu,Ohio State,nan,no
Chris Strasburg,iastate.edu,Iowa State University,nan,yes
Zhilei (George) Qiao,uab.edu,University of Alabama at Birmingham,Weiguo Fan Patrick Fan##Alan Wang 王刚##Xuan Zhang##Qianzhou Du##Mi(Jamie) Zhou,no
Lijun Chen,ku.edu,UNIVERSITY OF KANSAS,nan,no
Jurandy Almeida,unifesp.br,Universidade Federal de São Paulo,Ricardo da Silva Torres##Patricia Morellato##Bruna Alberton##Neucimar J. Leite##Daniel Carlos Guimarães Pedronette##Jefersson A. dos Santos##Otávio A. B. Penatti##Tiago A. Almeida##Lin Tzy Li##Greice C. Mariano PhD##Dr. Anderson Rocha (Associate Profes...##Fabio Augusto Faria##Rodrigo Tripodi Calumby##Siome Goldenstein##Lucas Pascotti Valem##Fábio Cappabianco##João Paulo Papa##Rafael A S Rosa##Marcos Andre Goncalves##Rodrigo Minetto,no
John Tedesco,vt.edu,Virginia Tech,nan,no
Atish P. Sinha,uwm.edu,University of Wisconsin-Milwaukee,nan,no
Courtney (Court) Corley,pnnl.gov,Pacific Northwest National Laboratory,Rada Mihalcea##Nathan Hodas##Lauren Charles##Armin R. Mikler##Carlo Strapparava##Antonio Sanfilippo##David Hartley##Bobbie-Jo Webb-Robertson##Steve Wheeler##Maged N. Kamel Boulos##Christine Noonan##David A. Bader##Jason Riedy##Chase Patrick Dowling##Ross Maciejewski##Katrina Waters##Jason McDermott##Andrew J. Cowell##Lee Ann McCue,yes
Andriy Sarabakha,tum.de,Technical University of Munich,Erdal Kayacan##Changhong Fu (C. Fu)##Robert John##Mojtaba Ahmadieh Khanesar##Jonathan M. Garibaldi##Christian Wagner##Hani Hagras,yes
Nádia P. Kozievitch,utfpr.edu.br,Universidade Tecnológica Federal do Paraná,Ricardo da Silva Torres##Uma Murthy##Marcos Andre Goncalves##Jurandy Almeida##André Santanchè##Lois M. L. Delcambre##Michael Hsiao,no
Josué-Rafael Montes,posgrado.cidesi.edu.mx,nan,Hugo Jiménez Hernández##J.A. Soto-Cajiga##Teresa Hernández -Díaz,no
Alejandro R. Mosteo,unizar.es,nan,Luis Montano##Danilo Tardioli##Eduardo Montijano##Luis Riazuelo##Michail G. Lagoudakis##Ana C. Murillo##Jose A. Castellanos##Carlos Sagues##Francisco Lera##Natalia Ayuso,no
Tiago Cunha,itu.dk,IT University of Copenhagen,Gisele L. Pappa##Wagner Meira Jr.##Ingmar Weber##Hamed Haddadi##Arnaldo de Albuquerque Araujo##Antonio Luiz P. Ribeiro##Daniel Romero##Chenhao Tan##David Jurgens##Fillipe Dias Moreira de Souza##fernando mourao##Flávio G. H. de Souza##Fabricio Murai##Júlia Epischina Engrácia de Oliveira,yes
Utkarsh Agrawal,st-andrews.ac.uk,University of St. Andrews,nan,no
Adam Meyerson,google.com,Google Inc,nan,no
Gladys Maestre,utrgv.edu,University of Texas Rio Grande Valley,Luis Javier Mena Camare##Benjamin Tycko##Richard Mayeux##Jesus D. Melgarejo MD##Yaakov Stern##Ruth Ottman##VG. Félix##Robert Friedland##Jan Staessen##Ricardo Nitrini##Aldrin E. Molero##Xinhua Liu##Tine Willum Hansen##Nestor V Queipo##Salvador Pintos##Paulo Caramelli##piergiorgio strata##Judy Illes##Prof.E.Casiglia MD.     Senior Scientist...##Jesus A. Gonzalez,no
Chung Hwan Kim,utdallas.edu,University of Texas at Dallas,Junghwan "John" Rhee##Dongyan Xu##Xiangyu Zhang##Taegyu Kim##kangkook Jee##Byoungyoung Lee##Zhenyu Wu##Kyu Hyung Lee##Xusheng Xiao##Ding Li##Prateek Mittal##Hongjun Choi##Yonghwi Kwon##Peng Gao##Sanjeev Kulkarni##Xinyan Deng##Fan Fei##Zhongshu Gu##Shiqing Ma##I Luk Kim,no
Ruzanna Chitchyan,bristol.ac.uk,University of Bristol,Awais Rashid##Birgit Penzenstadler##Stefanie Betz##Norbert Seyff##Christoph Becker##Steve Easterbrook##Pete Sawyer##AMERICO SAMPAIO##Alessandro Garcia##Professor Paul Rayson##Joost Noppen##Ian Sommerville##Ana Moreira##Jordan Murkin##Monica Pinto##Joao Araujo##Maryam Ali Said Al Hinai##Sedef Akinli Kocak PhD##Guillermo Rodriguez-Navas##Alberto Sardinha,no
Patrick Mäder,tu-ilmenau.de,Technische Universität Ilmenau,Jane Cleland-Huang##Alexander Egyed##Stefan Milz##Senthil Yogamani##Giuliano (Giulio) Antoniol##Mehdi Mirakhorli##Jonathan I. Maletic##Paul Grünbacher##Denys Poshyvanyk##Yi Zhang##Christian Cierpka##Jin L.C. Guo##Robyn Lutz##Mats Heimdahl##David Lo##Bjorn Regnell##Wilhelm Schaefer##Andrian Marcus##Jan Bosch##Maya Daneva,yes
Hasanat Kazmi,linkedin.com,LinkedIn,nan,no
Mayte Lázaro,itainnova.es,nan,Jose A. Castellanos##Luca Iocchi##Giorgio Grisetti##Pablo Urcola##Luis Montano##Pedro Piniés##Lina María Paz##Luis Riazuelo##Roberto Capobianco##Esra Erdem##Daniele Nardi##Marc Hanheide##JAime Pulido Fentanes##Federico Nardi##Guglielmo Gemignani##Francesco Riccio##Teresa Seco##Andrea Pennisi##Ali Youssef,no
Denys Poshyvanyk,cs.wm.edu,William and Mary,Mario Linares-Vásquez##Rocco Oliveto##Gabriele Bavota##Massimiliano Di Penta##Andrea De Lucia##Andrian Marcus##Carlos Bernal-Cárdenas##Mark Grechanik##Kevin Moran##Michele Tufano##Bogdan Dit##Christopher Vendome##Collin McMillan##Huzefa Kagdi##Fabio Palomba##Qing Xie##Giuliano (Giulio) Antoniol##Václav Rajlich##Qi Luo##Cody Watson,no
Pérez-Ramos Jorge-L.,posgrado.cidesi.edu.mx,nan,nan,no
Elif Aktolga,apple.com,Apple Inc,nan,no
Samik Ghosh,sbi.jp,nan,nan,no
Katerina Goseva Popstojanova,mail.wvu.edu,West Virginia University,nan,no
Gautham Pallapa,vmware.com,VMware,Sajal K. Das##Nirmalya Roy##Mario Di Francesco##Tuomas Aura##M. Kumar,no
Mehdi Mirakhorli,rit.edu,Rochester Institute of Technology,Jane Cleland-Huang##Joanna C. S. Santos##Sam Malek##Danielle Gonzalez##Carlos Castro-Herrera##Nikki Hariri##Patrick Mäder##Bamshad Mobasher##Yuanfang Cai##Nenad Medvidovic##Meiyappan Nagappan##Janet Burge##Roshanak Roshandel##Lu Xiao##Rick Kazman##Paris Avgeriou##Waleed Abdu Zogaan##Mona Rahimi##Xavier Franch##Venera Arnaoudova,yes
Keith N Hampton,msu.edu,Michigan State University,Barry Wellman##Loi Sessions Goulet##Anabel Quan-Haase##James Witte##Weixu Lu  陆巍戌##Inyoung Shin##Wenhong Chen 陈文泓##Oren Livio##Alexandra Marin##Laleah Fernandez##Hans-Peter Kohler##Chul-joo "CJ" Lee##Janet Prvu Bettger##Lora Appel##Punit (PT) Dadlani##Craig T. Robertson##Naren Ramakrishnan##Vanessa Kitzie##Patricia J Moore##Rannie Teodoro,no
David A. Maltz,microsoft.com,Microsoft,Yih-Chun Hu##Sudipta Sengupta##Changhoon (Chang) Kim##Srikanth Kandula##Ming Zhang##Jitendra Padhye##Geoffrey G. Xie##Theophilus (Theo) Benson##Aditya Akella##Jennifer Rexford##Ranveer Chandra##Joseph A. Konstan##Navendu Jain##Victor Bahl##Pradeepkumar Mani##Sanjay Rao##Chuanxiong Guo##Mohammad Alizadeh##Kunwadee Sripanidkulchai##Mohammad Hajjat,yes
Colin C. Venter,hud.ac.uk,University of Huddersfield,Birgit Penzenstadler##Ruzanna Chitchyan##Stefanie Betz##Norbert Seyff##Christoph Becker##Steve Easterbrook##David Webster##Jim Austin##Rob Procter##Iain Buchan##Alistair Sutcliffe##Sedef Akinli Kocak PhD##Guillermo Rodriguez-Navas##Vania Dimitrova##Paul Townend##Daniel S. Katz##Nancy Wilkins-Diehr##Caroline Jay##Oscar de Bruijn##John McNaught,no
Xiaofei Deng,cs.uregina.ca,University of Regina,Yiyu Yao (Y.Y. Yao 姚一豫)##Mengjun Hu,yes
Naren Ramakrishnan,cs.vt.edu,Virginia Tech,Manish Marwah##John Brownstein##Chris North##Bud Mishra##Ratnesh K Sharma PhD PE##Chris Bailey-Kellogg##Elaine Okanyene Nsoesie##David Mares##Theodore (Ted) S. Rappaport##David A Hanauer##Jieping Ye IEEE Fellow &amp; ACM Distin...##Lise Getoor##Laxmi Parida##Nikolaj Tatti##Upinder Singh Bhalla##Niklas Elmqvist##Jilles Vreeken##Yehuda Koren##Tanzeem Choudhury##Nathan Baker,yes
Chathra Hendahewa,microsoft.com,Microsoft,Chirag Shah##Nicholas Belkin##Roberto González-Ibáñez,yes
Matthew Yee-King,gold.ac.uk,Goldsmiths College,nan,no
Francesco Riccio,diag.uniroma1.it,Sapienza University of Rome,Daniele Nardi##Roberto Capobianco##Guglielmo Gemignani##Mayte Lázaro,yes
Vítor E. Silva Souza,ufes.br,Federal University of Espírito Santo,John Mylopoulos##Konstantinos Angelopoulos##Alexei Lapouchnian##Giancarlo Guizzardi##Renata Guizzardi##Bruno Borlini Duarte##William N. Robinson##João Henrique C. Pimentel##Fabiano Dalpiaz##Alessandro Vittorio Papadopoulos##Pedro Pignaton Negri##Jaelson  Castro##Monalessa Perini Barcellos##Paolo Giorgini##Raian Ali##César Henrique Bernabé##João Paulo A. Almeida##Jose-Norberto Mazón##Irene Garrigós##Juan Trujillo,no
Xusheng Xiao,case.edu,Case Western Reserve University,Tao Xie##Zhenyu Wu##Peng Gao##kangkook Jee##Wei Yang##Rahul Pandita##Nikolai Tillmann##William Enck##Prateek Mittal##Sanjeev Kulkarni##Ding Li##Amit Paradkar##Sihan Li##Junghwan "John" Rhee##Haoyu WANG (王浩宇)##Steve Oney##Zhang Xu##Zhuotao Liu##Manuel Fahndrich##Suresh Thummalapenta,no
Ryan Robucci,umbc.edu,University of Maryland Baltimore County,nan,no
Jin L.C. Guo,cs.mcgill.ca,McGill University,Jane Cleland-Huang##Jinghui Cheng##Natawut Monaikul##Michael Vierhauser##Jane Huffman Hayes##Nicole Novielli##Martin P. Robillard,yes
Nathan Hodas,pnnl.gov,Pacific Northwest National Lab,Garrett B. Goh##Abhinav Vishnu##Courtney (Court) Corley##Charles Siegel##Kyle Shaffer##Svitlana Volkova##Lauren Phillips##Enoch Yeung##Nathan Baker##Nathan Hilliard##Farshad Kooti##Scott Howland##Soumya Kundu##Chase Patrick Dowling##Dustin Arendt##Greg Ver Steeg##Eric B Bell##Satish Chikkagoudar##Lyndsey Franklin##Duen Horng Chau,no
Thomas R Meagher,st-and.ac.uk,University of St Andrews,nan,no
Carsten Fuhs,dcs.bbk.ac.uk,Birkbeck University of London,Jürgen Giesl##Peter Schneider-Kamp##Marc Brockschmidt##Florian Frohn##Jera Hensel##Byron Cook##Cynthia Kop##Stephan Falke##Michael Codish##Carsten Otto##Aart Middeldorp##Peter O'Hearn##Cornelius Aschermann##Salvador Lucas##Raúl Gutiérrez##Nikos Gorogiannis##James Brotherston##Juan Antonio Navarro Pérez##Naoki Nishida##Amir Ben-Amram,no
Patricia J Moore,purdue.edu,Purdue Univerity,nan,no
David Ricardo Sol-Martinez,udlap.mx,nan,Osorio Mauricio##Robert Laurini##Christine Solnon##Jesus A. Gonzalez##Juan Carlos Nieves##Florian Matthes##Jesús Contreras##J. Alfredo Sanchez##Vincenzo Del Fatto PhD,no
Erdal Kayacan,ece.au.dk,Aarhus University,Okyay Kaynak##Mojtaba Ahmadieh Khanesar##Wouter Saeys##Erkan Kayacan##Changhong Fu (C. Fu)##Andriy Sarabakha##Yesim Oniz##Mohit Mehndiratta##Efe Camci##I-Ming Chen##Nursultan Imanberdiyev##Robert John##Mahmut Reyhanoglu##Anna Prach##Tien-Thanh Nguyen##Yunus Gövdeli##Rui-Jun YAN##Reinaldo Maslim##İlker Bozcan##Christian Wagner,yes
Chun Yang,lsu.edu,Louisiana State University,James Dillard##Ruobing Li##Lijiang Shen,no
Arab Salem,email.arizona.edu,University of Arizona,nan,yes
Falcao A.X.,ic.unicamp.br,University of Campinas,João Paulo Papa##Paulo A. V. Miranda##J.K.Udupa##Ricardo da Silva Torres##Roberto A. Lotufo##Jancarlo Ferreira Gomes##Felipe P. G. Bergo##Thiago Vallin Spina##Giovani Chiachia##Dr. Anderson Rocha (Associate Profes...##Alex Telea##Fábio Cappabianco##Jefersson A. dos Santos##Krzysztof Ciesielski##Mario A. Nascimento##Renato Stehling##João Manuel R. S. Tavares##Katia Denise Saraiva Bresciani##Guilherme Cesar Soares Ruppert##Leonardo Marques Rocha,yes
Darren Cofer,ieee.org,nan,nan,no
Anna Perini,fbk.eu,FBK,Angelo Susi##Alberto Siena##Mirko Morandini##Loris Penserini##Cu D. Nguyen Dr.##Paolo Tonella##Xavier Franch##Itzel Morales Ramírez,no
Timothy C. Havens,mtu.edu,Michigan Technological University,James M Keller##Derek T. Anderson##James C. Bezdek##Anthony Pinar##M. Palaniswami##Christopher Leckie##Christian Wagner##Mihail Popescu##Sutharshan Rajasegarar##Timothy Schulz##Dominic KC Ho##Muhammad Aminul Islam##Hanieh Deilamsalehy Ph.D.##Thomas Oommen##Masud Moshtaghi##Anil K. Jain##Radha Chitta##Rong Jin##Colin N. Brooks##Theresa M Ahlborn,yes
Prateek Mittal,princeton.edu,Princeton University,Nikita Borisov##Arjun Nitin Bhagoji##Mung Chiang##Daniel Cullina##Vikash Sehwag##Matthew Caesar##Shouling Ji##Liwei Song##Dawn Song##Jennifer Rexford##Neil Zhenqiang Gong##Arsalan Mosenia##Peng Gao##Yixin Sun##HV Poor##Supriyo Chakraborty##Raheem Beyah##Sanjeev Kulkarni##Sonia Jahid##Sameer Wagh,yes
Zhe He,cci.fsu.edu,Florida State University,Jiang Bian##William R. Hogan##Yehoshua Perl##Chunhua Weng##Xiuwen Liu##Gai Elhanan##Seyedeh Neelufar Payrovnaziri##Rui Zhang PhD MS##Neil Charness##Christopher Ochs##Cui Tao##Juan Antonio Lossio-Ventura##Xi Yang##Yi Guo##Ida Sim##Elizabeth Shenkman##Jinfeng Zhang##Sanghee Oh (오상희)##Xing He##Huanying (Helen) Gu,no
Elena Karahanna,uga.edu,University of Georgia,Detmar Straub##Mark Srite##Roberto Evaristo##David Gefen##Greta Polites##adela chen##Moez Limayem##Richard Watson##Nan (Andy) Zhang##Corey Angst##Christina Serrano##Manju Ahuja##Marie-Claude Boudreau##Siyuan Li##Arun Rai##Jan-Michael Becker##Adamantios Diamantopoulos##Christian M. Ringle,no
Debanjan Ghosh,ets.org,Educational Testing Service,Smaranda Muresan##Nina Wacholder##Mark Aakhus##H.R. Rao##Alexander R. Fabbri##Elena Musi##Matthew Mitsui##Weiwei Guo##Rohini Srihari##Aquila Khanam##Tuhin Chakrabarty##Nanyun (Violet) Peng##Roberto González-Ibáñez##Mona Diab##Christopher Hidey##Avijit Vajpayee##Vanessa Kitzie##Beata Beigman Klebanov##Kathleen McKeown##Owen Rambow,no
Ravi Vatrapu,ryerson.ca,Ryerson University,Raghava Rao Mukkamala##Abid Hussain##Richard Medina##Daniel Suthers##Susan Bull##Scott P. Robertson##Kim Normann Andersen##Benjamin Flesch##Sam Joseph##Niels Buus Lassen##Lester Lasrado##Chris Teplovs##Christopher J. Zimmerman##Jonas Hedman##Manuel A. Pérez-Quiñones##Michael Kickmeier-Rust##Thomas Jensen##Nadiya Straton##Nobuko Fujita##Zeshan A Jaffari,no
Allison Eden,msu.edu,Michigan State University,Matthew Grizzard##Ron Tamborini##Nick Bowman (包尼克)##Leonard Reinecke##Robert Lewis##Tilo Hartmann##Rene Weber##Christian Burgers##Benjamin K. Johnson##Serena Daalmans##Mary Beth Oliver##Richard Huskey##Kenneth Lachlan##Sara M. Grady##Merel van Ommen##Anthony M. Limperos##Lindsay Hahn##Joomi Lee##Paul Skalski##Mariska Kleemans,no
Irene Garrigós,dlsi.ua.es,University of Alicante,nan,no
Rene Weber,ucsb.edu,University of California Santa Barbara,Ron Tamborini##Richard Huskey##Jacob Fisher##Timothy R Levine##Ute Ritterfeld##Mikhail Zvyagintsev##Frederic R. Hopp##Nick Bowman (包尼克)##J. Michael Mangus##Matthew Grizzard##Allison Eden##John L Sherry##Robert Lewis##Ben Turner##Justin Robert Keene##Annie Lang##Peter Vorderer##Lucy Popova PhD##Lindsay Hahn##Tilo Kircher,no
Zaida Chinchilla-Rodríguez,csic.es,Spanish National Research Council,Félix de Moya Anegón##Benjamín Vargas-Quesada##Elena Corera-Álvarez##Victor Herrero-Solana##Antonio González Molina##Grisel Zacca González##Sandra Miguel##Ricardo Arencibia Jorge  https://orcid.o...##Cassidy R. Sugimoto##Antonio Perianes-Rodríguez (ORCID I...##Vicente Pablo Guerrero Bote##Atilio Bustos-González##Carlos Olmeda-Gómez##Yusef Hassan Montero##Nicolás Robinson-García##Carmen López-Illescas##Rodrigo Costas##Luis Sanz-Menéndez##Yi Bu (步一)##Vincent Larivière,no
Mainak Chatterjee,eecs.ucf.edu,University of Central Florida,Sajal K. Das##SHAMIK SENGUPTA##Damla Turgut##Wenjing Wang##Swastik Brahma##Samrat Ganguly##Shameek Bhattacharjee##Saptarshi Debroy##Mehrdad Salimitari##Swades De##Charles Kamhoua##Osama A. H. Al Tameemi##Cliff Zou##Fei Xie##Muhammad Faisal Amjad##R. Chandramouli##Tuhina Samanta##raja neogi##Dimitris A Pados##Indrajit Banerjee,no
Joseph Turow,asc.upenn.edu,University of Pennsylvania,Chris Jay Hoofnagle##Jennifer King PhD##Amy Bleakley,no
Jill Baron,colostate.edu,nan,Dennis Ojima##Roger Pielke Sr##Kittel Timothy G.F.##William D. Bowman##N LeRoy Poff##Lawrence Band##Christina Tague##Tara Greaver##Margaret Palmer##Paul L. Angermeier##Nelson Hairston##Robert B. Jackson##Peter Gleick##Thomas J. Stohlgren##Mark Williams##peter bridgewater##Carol A. Johnston##Scott Denning##Alan Steinman##James Elser,no
J.A. Soto-Cajiga,cidesi.mx,nan,nan,no
Shira Dvir-Gvirsman,tauex.tau.ac.il,Tel Aviv University,Eric Dubow##Paul Boxer##Jeremy Ginges##R. Kelly Garrett##Rachel L. Neo##Benjamin K. Johnson##Aysenur Dal##Nicholas A. John##Tamir Sheafer##Ericka Menchen-Trevino##Dana Atzil Slonim##Gadi Wolfsfeld,no
F. Maxwell Harper,amazon.com,Amazon,Joseph A. Konstan##Loren Terveen##Shuo Chang##Dan Frankowski##Yan Chen##Sara Kiesler##Robert E. Kraut##Yuqing Ren##Shilad Sen##Sherry Li##Daphne Raban##Martijn C. Willemsen##Shyong (Tony) Lam##Michael D. Ekstrand##Sheizaf Rafaeli##Ruotong Wang##Kyle Condiff##Gediminas Adomavicius##Dan Cosley##Al M Rashid,no
Paolo Giorgini,unitn.it,University of Trento,John Mylopoulos##Fabiano Dalpiaz##Haralambos Mouratidis##Elda Paja##Fausto Giunchiglia##Paolo Bresciani##Eric Yu##Anna Perini##Manuel Kolp##Enrico Blanzieri##Fabio Massacci##Nicola Zannone##Yudistira Asnar##Aldo Franco Dragoni##Aliaksandr Birukou (Александр Бирюк...##Brian Henderson-Sellers##Mohamad Gharib##Volha Bryl##Amit K Chopra##Fatma Başak Aydemir,no
Loren Terveen,cs.umn.edu,University of Minnesota,Joseph A. Konstan##Brian Amento##Dan Frankowski##F. Maxwell Harper##Brent Hecht##Steve Whittaker##Shuo Chang##Reid Priedhorsky##Dan Cosley##Jacob Thebault-Spieker##Robert E. Kraut##Sara Kiesler##Quentin Jones##Shilad Sen##Katherine Panciera##Hannah Miller Hillberg##Aaron Halfaker##Yuqing Ren##David W. McDonald##Shashi Shekhar,no
Roger H.L. Chiang,uc.edu,University of Cincinnati,Ee-Peng Lim##Cecil Chua##Hsinchun Chen##Ahmed Abbasi##Ting-Peng Liang##Dongsong Zhang Belk Endowed Chai...##Feng Mai##Xin (Shane) Wang##Suprateek Sarker##Zhe (Jay) Shan##Aixin Sun 孙爱欣##Debabrata Dey##Edward A Stohr##sandra slaughter##Damien Joseph##David C. Yen##Alberto H. F. Laender##jeffrey wong,no
Jonathan M. Garibaldi,cs.nott.ac.uk,University of Nottingham,Daniele Soria##Robert John##Christian Wagner##Uwe Aickelin##Graham Ball##Emad Rakha##Natalio Krasnogor##Shang-Ming Zhou##Jenna Reps##Emmanuel Ifeachor##Francisco Chiclana##Edmund Kieran Burke##Jianyong Sun##Elia Mario Biganzoli##Simon Miller##Enrico Glaab##Chao Chen##Guoping Qiu##Amir Pourabdollah##Amanda Whitbrook,no
Weixu Lu  陆巍戌,uwlax.edu,University of Wisconsin - La Crosse,Keith N Hampton##Inyoung Shin,no
Matthew Mitsui,scarletmail.rutgers.edu,Rutgers University,nan,no
Qi Luo,cs.wm.edu,College of William and Mary,Denys Poshyvanyk##Mark Grechanik##Christopher Vendome##Mario Linares-Vásquez,no
Steve Oney,umich.edu,University of Michigan,Brad A. Myers##Joel Brandt##April Wang##Rebecca Krosnick##Yan Chen##Maulishree Pandey##Lei Zhang,no
Loris Penserini,istruzione.it,nan,Anna Perini##Paolo Giorgini,yes
Ben Turner,ntu.edu.sg,Nanyang Technological University,nan,no
